x,y_predito,sentimento
 Quero o print da militância pois sai do ifal mas amo uma treta/fofoca,2,positive
saudades das tardes no ifsc,2,positive
menino que me deu chiclete de mentos no iff hj  mt obg tu mora no meu coração,2,positive
minha felicidade é saber que eu nunca mais vou comparecer no ifes como aluna,2,positive
volta vida (buque que ganhei do meu pai qnd passei no ifes,2,positive
Vei kkkkkk hoje foi engraçado demais  no ifs,2,positive
n tem menino mais lindo q esse no ifap,2,positive
To vendendo indispensável pra formatura do IFC,2,positive
 Roseane é a maior fofoqueira do ifba.  Nada passa despercebido por ela,2,positive
 Evento canônico na vida de todo aluno do IFBA,2,positive
Que sentimento bom  um dos meus sonhos de criança foi realizado  estudar no IFBA! Depois de muito sufoco e perrengue.  Enfim  formado!✅❤️,2,positive
Eu to amando esse curso e mt mais as pessoas que eu to convivendo! Que alívio  o meu maior medo era ter feito a escolha errada  e do iff se tornar um batista .  em relação as amizades e a tudo,2,positive
Simplesmente terminei o dia dando uma carteirada em um professor do iff sobre futsal,2,positive
amanhã é meu último dia no IFSC  não sentirei falta nenhuma do colégio e sim de uma pessoa que foi muito importante pra mim neste quase  anos lá dentro 💔,2,positive
Uma página e meia de desabafo sobre minha trajetória no ifrj em inglês  mas td valeu a pena com um wonderful answer.   co/BzQKYmMy,2,positive
 eu quero me amar  mudar de visual e estilo  me destacar no ano que vem no ifba em todas as matérias e não ter dificuldade alguma,2,positive
Depois do  C final q a Angélica me deus em química parei de ter até depressão ksksksk amo ela melhor prof do ifpr,2,positive
 Sim   ela é a loira suprema do ifpr ksksksm,2,positive
Vou sentir sdd do iff pqp,2,positive
 incrivelmente tive  em um único mês   perto da chrisfapi  outro foi no rumo do ifpi  outro perto de casa indo pra chrisfapi  mas passo bem,2,positive
pinho meteu a prova mais fácil da história de todas as provas do ifsc krl eu te amo pinho eu te amo,2,positive
Pessoas que é impossível não gostar: - Profa Rita de português  lá do IFF  - Profa Denise  minha orientadora  lá da UFF  - Marina Silva - Rose  lá da empresa,2,positive
Liberado oficialmente do ifrr,2,positive
meu pedido de isenção do concurso do ifac foi deferido amamos,2,positive
Passei de período no IFES com todas as notas  😎🥳🎉  eo novo  kkkk,2,positive
"mesmo de ""longe"" acompanhei a trajetória de tats pelo if  e eu sinto muito orgulho em ver tudo que esse cara fez  o amor e a alegria dele  pelo menos pra mim  tem que ter uma estátua dele no ifba e é poucas.",2,positive
última aula no ifsc vou sentir sdd,2,positive
 Eu nao ganhei que saco😭😭😭😭😭😭,2,positive
Vou sentir sdds da gurizada do iff👍😭,2,positive
 KKKKKKKKKKKKKKKK no ifsc tudo é possivel,2,positive
A melhor turma de DJP do Ifam  co/NjopKry,2,positive
ver a galera se despedindo do ifes me dá uma bad tão grande  que saudade de viver esses momentos. .  eu de fato era feliz e não sabia :(,2,positive
Ai  vou sentir saudades do ifes,2,positive
sortudos é a galera q fez prova do ifma la pro centro,2,positive
eu e minha camisa de  conto q eu comprei no bazar do ifal (foi literalmente  reais eu fiquei mt feliz)  co/nPTXeZA,2,positive
 magina mariha  eu acredito mt na tua capacidade ❤️ e se lembre que foi a tua cadeira que fez eu passa no iff hein!!,2,positive
Pessoal esse ano no iff só tá tirando nota alta,2,positive
EU TIREI A MAIOR NOTA DO IFF PÁDUA EM TEC DE EDIFICAÇÕES EU TO CHORANDO EU TO MUITO FELIZ EU TO CHORANDO AAAAAHAAAA,2,positive
Amassei na prova do iff tá,2,positive
vtmnc  eu fiz a história.  Eu fiz a maior remontada da história do ifrj pra quem duvidou  faz o L,2,positive
esse povo todo bobinho pq entrou no iff me traz ótimas recordações  dali pra frente minha vida foi só pra trás (mas ainda amo aqla merda de lugar),2,positive
vou ficar muito feliz se meu irmao der aula no ifac ano que vem,2,positive
 Passar no ifal,2,positive
° lugar: Casa da Erica Era a melhor até dois meses atrás perto do IFMA  tem água pra banhar e é sempre muito massa quando vou pra lá discutir a vida dos bandeirinhas do IFMA,2,positive
sdds das segundas q eu ficava no iff das  da manhã as  da noite 🤙,2,positive
sou muito grata por ter feito o ensino médio no ifes,2,positive
 não quero aceitar  tenho ciúmes do Iff,2,positive
A  anos atrás eu estava dentro do ônibus  voltando do enterro do meu avô  recebendo a lista de aprovados do IFES  vendo que passei. . .,2,positive
como pode a farda do ifrn ser a farda mais linda de todos os if,2,positive
Caraca cheguei do ifes tirei uma soneca tão bem sonecada que minha beleza voltou pro corpo,2,positive
O alívio de ver minha nota do iff sério,2,positive
Vi o prof Pádua hj e deu até uma sdd do ifap por alguns segundos,2,positive
eu ouço lilás de Djavan e vilarejo de Marisa Monte e automaticamente lembro do coral do ifal aaaaa mto bom vey,2,positive
simplesmente meu amigo  lugar no iff!!! Ele é o cara mais brabo q eu conheço pprt,2,positive
e pensar q ano passado nessas horas eu já tava dormindo pra ter aula amanhã no ifpi  obrigada senhor pelo livramento 🙏,2,positive
PASSEI NO SESI POHAAA  ° LUGAR 🥹🤏🏼  co/FIrjfzzxNy,2,positive
 Amg  só vi a mensagem agora  Eu joguei a prova fora 😔 Achei que não ia passar  mas ela tava ok,2,positive
queria agradecer aos meus manos do ifsc sempre pego pdf de la,2,positive
ok  eu não comprei esse livro  mas eu fui admirar ele na biblioteca do iff hoje e olhem como essa capa é LINDA  daria tudo por ele  co/AYoNDr,2,positive
Prof Valéria do ifal.  Que professora maravilhosa.  Que aula boa de assisti.,2,positive
dps de  anos e meio finalmente entrei no ifsul com uma caneta na bolsa,2,positive
meu aluno acertou  de  questões no IFF  ele quase gabaritou o processo seletivo 😭😭😭😭  co/bJXgeoRIY,2,positive
Ir no iff sem preocupação com nota e sem pegar nenhum exame é muito bom,2,positive
me prometeram um crescimento de ferrovias no brasil quando entrei no ifes……,2,positive
 Dava p fazer um joepar maneiro no iff ta,2,positive
a Nanda é a única pessoa que eu conheço que é literalmente obcecada no ifpi  ela é tãoo inteligente e passou dois anos estudando pra essa vaga que eu espero muito que ela consiga,2,positive
Tenho muita saudades das aulas de gestão de laboratório do ifsc com o Gustavo  mlk era um absurdo,2,positive
A do IFMA é a mais bonita e sem discussão,2,positive
Agora as coisas fazem mais sentido,2,positive
 Q bom q eu passei no iff,2,positive
como era bom o fato de não ter limites de falta no ifal  na ufal qualquer vacilo eu já bati os %,2,positive
essa semana que eu passei no iff valeu um ano inteiro,2,positive
PARECE Q DEU CERTO PORRAAAAA  co/IyMalggaF,2,positive
Formatura do pessoal do iff hoje foi linda!!!! E simplesmente eu so consigo pensar se chego lá,2,positive
nao tava com saudades do ifal nao,2,positive
Eu no ifam comendo de GRAÇA!,2,positive
 Tenho uma irmã no IFMA e a guria é boa demais  viu? 👏,2,positive
  Seria muito daora.  Espero que seja no ginásio do IFRN CNAT  pra lembrar os bons tempos de JERNs,2,positive
Tenho a impressão q estudar no ifma é algo inesquecível  pq todo mundo q eu conheço e estudou lá  mesmo depois de anos  só sabe falar disso kkkkk,2,positive
Eu passei em quinto lugar de oito vagas! O que significa que não vou seguir essa primeira vaga  mas posso ser chamada dentro de um período de dois ou três anos  porque fico no banco de dados do IFSC mas mano  eu não tô acreditando.  Eu tô tão feliz so de ter classificado,2,positive
Remilson eu te amo eu te amo mto obrigado meu deus eu amo vc melhor professor de química do ifes amo,2,positive
cara  meu irmão nasceu com a bunda pra lua.  tirou uma pontuação boa mas não muito boa na prova do IFF.  aí retificaram o gabarito e anularam CINCO questões (nunca aconteceu isso) sendo que TODAS anuladas ele errou.  agora tá com  pontos e quase certo de passar.  amém,2,positive
  meu nível foi um pouco acima  a importância de fazer isso num racha do iftm é superior a fazer nessa competição fraca de champions liga,2,positive
ele de quepe mds o maioral do ifes campus smt 🤏,2,positive
vou comprar uma do Ifrr pra eu parar de usar calça Jeans pra ir pra lá pq eu amo essas calças,2,positive
vendo o pessoal se despedindo do ifes me deu tanta saudade mds,2,positive
a baixinha é º lugar no IFPR! q orgulho da maioral &lt;,2,positive
Eu vou sentir tanta falta de todo mundo que eu conheci no ifsc. . .,2,positive
to muito feliz acho q passo no ifap ❤️❤️❤️❤️❤️❤️❤️❤️❤️,2,positive
passei  anos em cima da minha irmã p ela estudar no ifba e ela n qria.  mês passado fez a prova e passou em  lugar  indo se matricular hoje pra cursar o ensino médio com técnico em edificações 🥳🥳😝  co/opbplESGzQ,2,positive
Lembrando q passei em ° lugar no IFSP tá? Vão se fuder seus inuteis,2,positive
OBDH no IFPE.  Vamos copiar essa iniciativa gente! Garantir o que preconiz a Declaração Universal dos Direitos  é  nossa saída  para sociedades mais justas e inclusivas!  co/NgwAuuka,2,positive
sem energia no ifal é na casa de vó meu dia hj foi lindo,2,positive
  Minha alma e do ifpi 😭,2,positive
tirei  no iff e passei no firjan  agr é esperar o resultado do iff,2,positive
 esse eh o homem mais fofo e mais digno de namorar uma mulher.  nunca vi um HOMEM tão incrível,2,positive
no ifal o dia inteiro sem energia e acabei ficando com a Yasmim e a Júlia  foi ótimo as aventuras com as queridas,2,positive
um dos cara mais fofo do ifce  co/AGTHdMSZik,2,positive
breguice postar texto de despedida mas sou muito feliz por ter realizado meu sonho de estudar no ifc(sim  um dia ja foi um sonho)e ter vivido tudo oq eu vivi nesses três anos  fiz várias famílias e estarão pra sempre no meu coração(independente do nível de contato,2,positive
 amooooo logo logo + de  formaturas do ifsc pra eu ver,2,positive
Nesse momento estou hablando para o querido direto do IFSP Campus Avaré  pois o querido deu uma bela festa para os servidores e o novo estagiário estava lá.,2,positive
oq eu vo sentir sdd das minhas amizade do iff eh brincadeira,2,positive
Cada turma que termina o ensino médio. . .  É uma sensacao doida de ter feito parte de algo bom.  A geração de vocês é nossa esperança.  E temos muito orgulho do que fizeram no IFC.   Grande abraço para todos!,2,positive
coração quentinho por saber das aprovações de estudantes lá da escola no IFRJ e Sesi Firjan 🥹,2,positive
 EU TÔ QUERENDO VOMITAR VOOU UMA BARATA NA MINHA BOCA QUERO IR PRA CASA TOMAR BANHO  mas bom filme! tô no IFF,2,positive
eu tenho um carinho enorme por ele  algo inexplicável e a nossa distância já está me fazendo mal:( quem dera  Felipe  se eu pudesse te colocar dentro da minha mala e te levar pra me dar aula de filosofia no ifes :(,2,positive
O papo filosófico e racional com o Uber me fez realmente cogitar a opção de pelo menos fazer a matrícula no ifpr,2,positive
 Pelo menos terminou o ifes kkkk meu pai foi convocado no segundo ano dele no ifes. . .  (Escola técnica na época),2,positive
as vezes tudo que eu queria era voltar no tempo do ifsul 🥺,2,positive
ao mesmo tempo to com saudade do iff e agradecendo por nao precisar ir pro iff,2,positive
 Simplesmente um dos maiores gênios do iff,2,positive
Literalmente a galera do IFRR ☠️,2,positive
aquele maninho do ifac muito gente boa slk ganhamos umas cinco seguidas,2,positive
A gente e o melhor coordenador do ifce todinho ❤️🤞🏼  co/wEEkEUKSa,2,positive
me formei e ainda passei no ifsp  obrigada senhor🙌🏻🎓  co/bihbWykDx,2,positive
EU PASSEEEEEEI 😭😭😭😭😭😭😭😭🥰🥰🥰🥰🥰🥰😭😭😭🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾🙏🏾  PASSEI EM TÉCNICO DE DOMINO NO IFBA,2,positive
Emocionada ao ver meus novatinhos do ifes formando,2,positive
Formatura do ifsc deitou pqp bom de mais,2,positive
cheguei no ifba e os porteiros gritando em comemoração ao último dia aqui  adoro meus queridos!,2,positive
o dia que eu passei no exame de seleção do IFRN nos primeiros lugares da ampla concorrência (mesmo estudando a vida toda em escola pública),2,positive
ATENÇÃO!   A partir do meio-dia de HOJE ()  estarão disponíveis os ingressos para o Concerto de Aniversário de  anos do Coral do IFSC!   Venham prestigiar! O concerto está incrível  e finalmente terei a honra de colocar no meu histórico ser conduzido…  co/qUTaeKL,2,positive
Sdd que nessa época do ano no ifes  as criancinhas da escola do lado mandava cartinha pro papai noel e a gente comprava os presentes  era mágico 😭💖,2,positive
🏐 TUDO NOSSO NA COPA IFSC 🙌🏼  Neste sábado (/)  o Tudo Nosso participa da primeira edição da Copa de Vôlei do IFSC  de Joinville.   📍 Os jogos serão disputados a partir das h  no campus do IFSC (rua Pavão    Costa e Silva).   Vamos pra cima.  É Tudo Nosso! 🚩  co/tNqXhfoi,2,positive
nada se compara aos lanches comunitários do ifsc  mas a gente chega lá,2,positive
bonita a homenagem à minha última turma do ifal,2,positive
"""tu sabe q tu vai brilhar no IFSC"" como eu amo a professora Fabíola",2,positive
MARAVILHOSO INCRÍVEL LINDO LINDO LINDO LINDO LINDO LINDO a camisa tbm é bonita pra k,2,positive
Egresso do   o professor Leonardo teve sua história transformada na instituição e hoje faz a diferença na vida de muitos jovens do IFRO.    📢 Compartilhe suas experiências em nosso site e inspire mais pessoas.   📲 Acesse  co/EhVxPPPiR  #IFnaMinhaVida #AnosIFs  co/NMEXOFrLtk,2,positive
oficialmente egressa do ifes 💔,2,positive
Eu reclamo do ifpi mas foi tudo que eu pedi a Deus.,2,positive
simplesmente um dos melhores profs do IFAL elogiou minha bota 😭😭😭,2,positive
#Repost • . ifes Celebrando conquistas e aprendizados na cerimônia de encerramento do projeto Programe-SE no Ifes - Campus Colatina! 🌐👏 #ProgrameseIFES #Encerramento #IFESColatina #Conquistas #Aprendizados  co/mmoHTaVFTO,2,positive
Deu vontade de entrar no IFAP só pra participar desses jogos internos deles  parece ser tudooo!,2,positive
"sdds do ifac em . .  eu participei de uma audição pra rádio da escola e consegui entrar.  Meu grupo era responsável pela rádio na segunda feira  e eu ainda criei a ""segunda do kpop"" duas segundas ao mês era o dia todo de kpop (uma garota do terceiro ano implorou por isso",2,positive
eu si divertia mt no ifpa quando falava isso com o tisgo o dia todinho saudades tisgo te amo demais,2,positive
marquei maquiagem p h e to convicta de que vai dar tempo de fzr o cabelo depois e chegar no ifap antes das h 🙏🏻,2,positive
hoje foi meu último dia de aula como estudante do ifes.  desculpe para aqueles de quem eu não pude me despedir mas de quem também sentirei muitas saudades.  essa escola e as pessoas que eu conheci nela mudaram o rumo da minha vida e eu sou muito grato por isso.    até a próxima vez.,2,positive
as vezes ainda sinto saudades do ifes,2,positive
To emocionado com o pessoal se despedindo do ifes,2,positive
 acho interessante que esse seu mindset era quase o mesmo que eu tava tendo quando tava querendo sair do iff.  tu tá no caminho certo  pensa em você.,2,positive
Saldo de dezembro:  Professor substituto do IFBA  +  Integrante da equipe de projeto aprovado na Lei Paulo Gustavo  +  Duas músicas inscritas num festival  =  Alegria de viver!,2,positive
Hoje é dia de vibrar com as coleções dos colegas veteranos que estão concluindo o curso de Design de Moda no IFRN.  Já tou super ansioso pro próximo ano 🥹🥹🥹🫶🏻🫶🏻🫶🏻,2,positive
E hoje encerrou-se o ciclo de  anos de graduação.  TCC defendido e aprovadíssimo no IFCE!!! ❤️🥰⚜️🙌  co/dArVXba,2,positive
finalmente posso dizer que estou aprovada com sucesso e sem a necessidade de exame ou conselho em nenhum dos três anos no iff 😝,2,positive
to achando que passei no iff 💭💭,2,positive
 Falei pra naju e a Erika hoje  nos meus primeiros dias com a minha vet ela disse que a maior conquista que ela teve no ifes foi passar os  anos sem dp e agora repasso isso a vocês pq consegui honrar isso 💪,2,positive
Hoje finalizei a especialização em Medicamentos da Biodiversidade na Fiocruz e recebi o resultado da aprovação na especialização em Divulgação Científica do IFRJ.    Somente gratidão 🙏🏼,2,positive
Muito contente em compartilhar que APROVADA na seleção da pós do IFRJ.  Bora começar uma história nova na divulgação científica  galeres! Bora que tô animada,2,positive
A qualidade de uma instituição é medida não só pelo Ensino  mas também pelos projetos desenvolvidos e produções bibliográficas.  No IFTM/UPT  enfrentamos o desafio de equilibrar essa carga e valorizar todas as facetas da Educação.,2,positive
eu não consigo descrever o ifes bem  mas sei que tem momentos que parecem que não vão passar e que com certeza me fazem mal  mas tem tantos momentos incríveis e inesquecíveis com pessoas certas  que me fazem extremamente bem  q com certeza eu escolheria entrar no ifes de novo,2,positive
Eu juntando centenas de arquivos pra fazer um mega vídeo sobre a minha jornada no ifes 👍,2,positive
 voce foi um dos meus presentinhos do ifes rafa  te adoro muito!!,2,positive
saudade de quando (eu nem tava no IFES) o IFES fazia rocks bombásticos com intervenção policial e banner de open paiol no twitter nossa que época de ouro,2,positive
oi amgs veteranos que estão saindo do IFES  um beijão pra todos vocês! Desejo todo o sucesso do mundo.  Vocês são brilhantes!❣️ (Um beijão em especial para os queridos da SiGI  adoro vocês),2,positive
a M sendo composta pelos mais emocionados do ifes  aplausos pra nós românticos amantes da vida,2,positive
O alvoroço ontem com as meninas me senti amada e nostálgica e agora a conversa com meus amigos do IFES que vejo x no ano e falo x no mês e que é só carinho e acolhimento.  Obrigada obrigada obrigada 💛,2,positive
Eu não sou muito bom com palavras  nem com nada relacionado  mas eu preciso falar do IFES. . .  Após o término do último dia letivo  percebi que  finalmente  concluí um sonho de criança! Estudar no Instituto Federal!! Infelizmente  há duas pessoas muito importantes na minha vida👇🏻  co/ZOmuyMQd,2,positive
Viu sentir mtt saudade de mtts pessoas do IFS  ódio q passou tão rápido💣,2,positive
Vou sentir falta do ifba,2,positive
amo o responsável pelo insta do ifce  so postagem boa KKKKK,2,positive
  grande veterano vc desde os primórdios do ifpr,2,positive
Coral do ifsc eu te amo  vocês são a minha terapia e nada me abala nessa vida desde que eu possa estar nos ensaios ouvindo a gente produzindo arte e se divertindo em todo esse processo,2,positive
Ai cara  eu amo mt mt mt meus amigos de vdd tanto do iff quanto os meninos  nmrl a minha vida é tão mais leve  eu sou táo mais feliz  agradeço mt todos os dias por ter tida a paciencia pra viver e deixa-los entrar na minha vida  amo mt todos,2,positive
lavinia passo no iff  meio q tipo assim ela eh o meu maior orgulho ne bbs  co/KQaZjYIj,2,positive
Q sdds do vôlei do iff😭,2,positive
Começando a cair a ficha que to me despedindo do IFES e a bad batendo.  Vou sentir tanta falta,2,positive
fodase tudo amanha(hj) tem formatura do ifro,2,positive
saudades de apenas aquelas  pessoas específicas do ifpi,2,positive
 vc é louca por ver essa bota aí,2,positive
 Eu consegui ser sorteado no ifg  mas agr falta fazer as matrículas  no início de 😭🙏,2,positive
Pensando aqui  meu sonho sempre foi entrar no IFES  pisquei os olhos  entrei  vivi os melhores anos da minha vida  as melhores aventuras  e hoje tô na UFES  rezando pra ser um sonho e acordar sendo aluno do IFES novamente,2,positive
Ontem foi o desfile de conclusão da turma de Design de Moda do IFRN.  Coleções lindas  desfiles impecáveis  fashion filmes super produzidos… imagine minha ansiedade pro próximo anoooo 🥹🥹🙏🙏😍❤️,2,positive
Passei  dias sem pisar no IFAL aí ontem fui e algumas pessoas demonstraram um carinho que eu amo mas sla acho que n consigo entender totalmente  eu sou tão sla  amo cada um destes  queria conseguir retribuir e demonstrar tanto quanto sinto alguns me emocionaram real,2,positive
Muito bom saber que deixamos uma memória no Iff.  Nossos professores são nossos amigos e se esforçam pra nos ver.  É uma sensação que particularmente nunk presenciei e acho foda.,2,positive
esses computador do ifsul são uma bomba mesmo vsfd,2,positive
Coordenação do ifam sempre mt atencionsa com os alunos mandaram os horários hj (sabado) pra uma prova que vai a acontecer na segunda pela tarde,2,positive
Mds ontem o centro foi tão gostoso parecia q eu tava no ensino médio de tanta gente do ifsc q vi 😓😓😓😓😞😞😞😞😞,2,positive
a internet n tava prestando p nada  foi so mandar bom dia p conecta que ela ta diva,2,positive
Com a expansão das faculdades federais eu consegui passar no IFSP para cursar Análise e Dev de Sistemas e consegui um emprego melhor durante a faculdade.  Então sim  fiz o L com gosto e faço denovo se necessário pq isso mudou minha vida.,2,positive
QUARTO LUGAR NO IFF CARALHO!!!!!!!!,2,positive
" O ""flop"" da Gaga sendo # na Billboard  e top no IFPI. .    A * jamais poderia  co/nplcTCy",2,positive
amanhã tem a prova do ifpe e não quero fazer pq já passei na ete  mas a minha mãe quer pq quer que eu faça pq ela jura que vou passar,2,positive
todos nós concordamos que ano passado o pessoal do ifal era mais legal né? 🤡,2,positive
amo ser carioca amo ser flamenguista amo estudar no ifrj amo praia amo viver escutando msc amo meus amgs nerdolas e as gostosas,2,positive
vou fazer  anos com a minha e não sei absolutamente NADA da vida dela além do fato de que ela jogou no time de vôlei do iff.  impressionante,2,positive
Acabei de perceber que eu amo muito as meninas do iff cara,2,positive
a foto que eu tirei indo fazer a prova do IFRN 🙏 muito feliz 😍😍😍  co/AjFsaffEw,2,positive
amo vcs meninas do ifmg de ponte nova,2,positive
A coleção de Samantha foi a minha preferida e Danilo é um GRANDE GOSTOSO,2,positive
cada grupo do ifal q eu entro  eu arrumo uma fofoca diferente.  Amooooo,2,positive
 A conheci em uma palestra que deu sobre Blockchain no IFBA em um evento de inovação no ano de .  Uma figura gentil e muito competente.  Meus pêsames aos familiares  amigos  colegas e alunos.,2,positive
 cara  isso é mt real!! eu estudei pra passar no ifma   meses seguidos por -h por dia  no fim  minha irmã não estudou nd tirou nota mais alta que eu  juro.  Estudar é coisa do passado KKKKKKKKKKKKK,2,positive
incrível como anos se passam e a galera do ifc continua conectada,2,positive
ainda apaixonado pelo meu projeto do ifsc . .  sou um ótimo front isso vamos ter que estar admitindo,2,positive
Mais um campus do IFPE em Recife é essencial,2,positive
namoral eu quero muito entrar no ifsc,2,positive
Sophia do passado  passando pra te avisar q sim  vc foi pro Pacheco fazer técnico em controle ambiental  depois foi para redes e foi a melhor escolha da sua vida  e depois vc passou no ifes e em ° lugar.  E vc conheceu pessoas incríveis no clotilde  foi isso  vc iria se orgulhar,2,positive
abençoada seja a casa de artes do ifce,2,positive
Vindo fazer a prova do IFPE com apenas duas canetas o papel de inscrição é um sonho  co/EHrGdyHR,2,positive
Todo mundo que vai fazer a prova no bloco D do IFRN central vai passar,2,positive
Gratidão à Reitoria do IFRN por se juntar à nossa Árvore da Alegria ! Com cada cartinha  realizamos sonhos das crianças do GACC-RN.  Juntos  espalhamos a magia do Natal! 🎁🌟 #ÁrvoreDaAlegria #IFRN #GACCRN #NatalSolidário  co/KKDTpQV,2,positive
 Vontade de dar aula no ifb,2,positive
 Faço inglês e espanhol no IfSul  no segundo semestre de  farei francês no IFMinas gerais  gratidão eterna ao   por ter feitos os IFs !,2,positive
hoje vai ser histórico  vou passar no ifpe e pra fechar noise com  booyahs e campeão da La Copa.,2,positive
feliz aniversário   👍🏼 valeu por ser essa veterana foda.  já vai tarde do ifsp!! e não vai ter parabéns do olavo de carvalho ;)  co/WQabBcvDI,2,positive
Vou ir na festa do iff com a Tainá e o Anthony  que saudades,2,positive
prova do ifpe foi babado,2,positive
Acabei de chegar da prova do ifpe,2,positive
eu achei a prova do ifpe delicinha,2,positive
Não sei vcs mas eu achei TUDO o tema da redação da prova do IFPE pra quem fez pra graduação  co/rOMkYWpuk,2,positive
A prova do IFPE foi bem tranquila sendo honesto  só teve muita coisa q eu esqueci na hora e acabei provavelmente errando  aí eu tô preocupado,2,positive
amanha indo no ifes pegar minha beca e ver a rany emi ferreira nois amaaa,2,positive
pérolas do ifc  co/ihSoZuh,2,positive
  O espaço é lindo e faz uma valorização da cultura regional.  Realizamos uma ação do Ifap com o Texnologico de Antioquia no ambiente no primeiro semestre.,2,positive
/ na redação do cefet  meu deus to tão feliz,2,positive
Gostei de fazer prova no IFAC; - Cadeiras confortáveis; - Dois ar-condicionado por sala em perfeito funcionamento;  As outras bancas já podem me direcionar para lá  quando Unimeta e Uninorte não for possível.,2,positive
Eu faço graduação em Química no IFPB de João Pessoa.  Eu amo meu IF  meus professores  colegas  o laboratório  meu café que é servido todos os dias das : às :/ : às :  meu almoço que é servido todos os dias de graça no IF.  Parabéns Lula  por lutar pela educação.,2,positive
Essa semana eu vi que eu passei na segunda etapa do processo seletivo da pós-graduação em Humanidades e Linguagens que estou concorrendo no IFB.  Tirei  na prova que valia ! Agora tenho que esperar sair a classificação nessa próxima semana,2,positive
Dois anos que me formei  que saudade do iff,2,positive
já tô com saudades do ifap,2,positive
Esse garoto do ifsc é mt lindo meu pai,2,positive
que orgulho dos meus amiguinhos do ifes formando,2,positive
a curtida do estagiário gay do ifb no vídeo do thiago tocando na winds of creation  passando mal q ele foi mt rápido,2,positive
indo ali no ifes campus colatina despedir da minha mae silvana,2,positive
 OBRIGADAAA!!,2,positive
  lasanha de carne moída e peixe melhores almoços do ifes não falarei mais nada,2,positive
Estudantes do Ifbaiano Guanambi inovam na conservação da carne bovina!    Elas criaram uma embalagem biodegradável  feita de amido de mandioca e gelatina bovina  capaz de interagir com a carne e prolongar a vida útil nas prateleiras.     co/qLztUnOxXA  co/wnmjEEeK,2,positive
co/wAqzNBdd,2,positive
Eu  que NÃO TIVE FORMATURA NO MEU ÚLTMO ANO DE IFF  cobri uma formatura linda no IFF Cabo Frio.,2,positive
Melhor coisa que eu fiz foi nao ter ido estudar no iff,2,positive
Que saudades do IFBA,2,positive
NOTÍCIA!!🚨 STYVES BARROS aluno do IFBA SEABRA é aprovado na UNIVERSIDADE DE HARVARD  nos ESTADOS UNIDOS.  SUCESSO!!😍 #Olhaisso  co/LloRlNOat,2,positive
eu tenho q passar no ifes  co/DcgmoIVEJ,2,positive
literalmente eu no ifba,2,positive
muito muito muito feliz pelo resultado dos meus alunos do nono ano na prova do ifpe.  sem incentivo nenhum por parte da escola e mesmo assim tiraram notas ótimas (especialmente em matemática heheheh),2,positive
 só in no ranking pq o  período no ifrj me fez voltar a ter vontade de viver,2,positive
Me formar no IFRJ,2,positive
ontem fiquei assim olhando um querido do ifpi lá no pé de manga.  nao nos falamos.  hoje ele pediu pra me seguir e falou comigo no direct.  falou que lembrava de mim e que até comentou com o boy dele.  eu também lembrei dele  mas fiquei com vergonha de falar.  enfim.  ele é um fofo 🫶🏽,2,positive
 Pensei que nunca iria falar isso  mas que saudade do ifba,2,positive
   Estudei no IFS e me formei na UFS  unas das melhores Universidades do Nordeste  amigão e fechei a redação quando ainda era vestibular por Universidade.  Se tem uma coisa que eu sei é interpretação  já a sua tá difícil. . .  Não sabe analogia que é o básico.  Tsc.,2,positive
passou um vídeo na minha fy de um menino do ifes d cariacica recitando um poema e agora eu tô apaixonado nele,2,positive
🏐 No último domingo ()  o Tudo Nosso participou da ª Copa de Vôlei do IFSC.  Apesar de não ter se classificado para as semifinais  deixamos a competição com a sensação de dever cumprido.  Jogamos vôlei e nos divertimos.   Parabéns aos atletas participantes.  É Tudo Nosso! 🚩  co/eOOchuk,2,positive
Arrepiei com o menino do IFBA que foi aceito em Harvard,2,positive
Foi a blaze no Fantástico e agr os reprovados no IFES  só entretenimento de qualidade,2,positive
acho que as pessoas que mais tenho afeto no ifma são as da cooperativa  cara a gente é uma família de verdade  eles que fizeram meu ano  (fora o mororó que foi um presente e a sapatonica da rillary),2,positive
o cardápio do iff está sensacional,2,positive
em cada espaço do ifal tem alguém de casal  impressionante,2,positive
Sinceramente só tô no teatro pq alguns colegas são muito bom e me ajudam pra caralho ( hj me apresentei na biblioteca do ifal  queria consegui mais  nem consegui me apresentar  sou a lua sla só tão sem personalidade) pelo menos um menino me elogiou  e uma profa,2,positive
"""ai que eu passei em primeiro lugar no ifpr"" mas e esse espelho da my melody? você tem?  co/DGYJGv",2,positive
Aprovado no IFSUL - desenvolvimento de sistemas vamoo,2,positive
graças a Deus me formei mas eu vou sentir muita falta dessa parte da minha vida e dos amigos que eu fiz no iff,2,positive
   Realmente.  Meu filho está no IFES,2,positive
piscina no ifma hoje foi tão boa,2,positive
passei no ifsul de primeira chamada o cara é um deus,2,positive
EU PASSEI NO IFSUL,2,positive
o povo do ifba ainda me surpreende  co/nPCBMUhs,2,positive
Vou dormir mansinho mane,2,positive
é mt biruta chegar no iff e ver q eu conheço tanta gente e tanta gente ainda me conhece n esqueceram de mim 😭🤚 tenho um carinho mt grande nossa,2,positive
tenho  certificados do iff que loucura,2,positive
Sou tão grata por tudo que construi estudando no iftm  e no final tudo valeu a pena.  Levarei todos comigo no coração e principalmente nas memórias ❤️,2,positive
