polarity,text
1,bom dia e bom final de semana‚ para quem como eu começou o dia trabalhando. defesa de monografia de especialização  @ifg_goias #ifgsenadorcanedo https://t.co/3jfefmcpqs
1,@eusouzarolho e porque será que não tem? vai tu estudar 6 anos + ifg + 4/6 anos de especialidade para essas condições em vez de mandares postas no twitter
2,fiquei sabendo q meu trabalho tá fazendo fama dento do ifg inteiro e fora kkkk acho q é ko desse povo kkkk
1,"serace se o ifg ainda nao sacou que a galera nao respondeu o questionário, pq ninguem ta querendo voltar presencial? por n questões: transporte, trabalho, filhos, pandemia torando o pau, saude mental"
0,"absurdo o que o ifg está fazendo com os alunos e servidores não vacinados, ameaçando cancelar as matrículas e exonerar funcionário, espero que algum juiz sensato do ministério público estadual interfira nessa decisão que fere o direito de escolha e liberdade das pessoas  @mpf_go"
0,"espero que o @mpf_go interfira nessa decisão arbitrária e absurda do ifg, o direito do servidor ou do aluno em não tomar a vacina é inegociável, a liberdade de escolha tem que ser respeitada https://t.co/c4tdyu5ro0"
0,@advogadosoacb vídeo removido!!! esse vídeo está em algum outro lugar??? estou sendo coagido com a exigência do passaporte sanitário no meu trabalho (ifg). socorro!!!!!
0,@andrfiusa ifg eh uma instituição falida
1,instituto federal de goiás minha vida está em suas mãos! preciso formar
0,"infelizmente temos colegas no serviço público que mesmo diante de todas as contradições, continuam apoiando o traste. aqui no instituto federal de goiás, vários colegas professores, fazem palanque para o minto em sala de aula. alguns caíram na real. eu sempre que posso discuto..."
0,eu odeio o ifg
1,"e não obstante, aos alunos do ifg tbm https://t.co/jeso3l5v5t"
1,"@sbuiatt vi aqui no seu perfil, você também é de goiás. então sou professor do ifg."
1,@sbuiatt sou professor no instituto federal de goiás - ifg.
2,q saudade da biblioteca do ifg :(
2,aiai era saudade de ir pra escola naquele frio e sentar tdo mundo no sol igual o povo na prisão
0,ifg: até quando dá pra adiar tudo?
0,@amnd_01 a vergonha que esse povo gosta de passar kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk pelo menos o ifg vai ganhar dinheiro com isso e vai poder comprar alguns recursos novos (eu acho)
1,ifianos o ano todo pois o ifg é o lugar que mais faz frio em toda anápolis city https://t.co/sbdufbjtkj
0,eu vou reclamar até me formar pq meu pai me impediu de ir pro ifg porraaa
1,rt @laradgoncalvess: ha alguém que ainda n tenha apanhado covid ?
1,"do jeito que minha memória é ruim, é capaz de eu terminar o ifg e não lembrar de nada"
1,"que eu vou continuar na área do meu curso do ifg? não mesmo  prefiro medicina na ufg, esse sim eu vou continuar"
0,"eu tava vendo algumas coisas do meu curso do ifg e sinceramente... eu tá com vontade de chorar  não só fui humilhada, como fui chamada de burra em várias fórmulas matemáticas diferentes"
0,o ifg nem começou ainda e eu já quero que ele termine
0,rt @anivxss: me pergunto pq alguém não me atropelou no dia que eu fui fazer matrícula no ifg
2,rt @mclarascruz: morro de orgulho da foto na placa do ifg com o nome do meu presidente bem grandão
1,rt @a_junceira: bruno de carvalho no assalto ao carnaval https://t.co/elz7i1ob4l
2,"ifg seu lindo, sai da fase vermelha meu filho  eu quero voltar a ter aula presencial"
1,queria ver as fotos da passagem de ano
1,@amnd_01 ifg faça seu trabalho https://t.co/x1u5i6xygj
1,"rt @mdusprd: se o ifg for fazer formatura pra entrega de diploma e tal, bicho eu vou chorar igual bebê pra despedir dessa fase e das pessoas"
2,"para o terror de alguns e desespero de geral, estou oficialmente matriculado no ifg de novo. volteeeeeeeeei crlhoooo!"
2,"mano, quanto mais eu estudo, com mais vontade eu fico de fazer apresentações sobre as coisas q eu estudo esse ano eu quero apresentar uma comunicação oral e um minicurso (ou palestra) na semana da matemática do ifg e, também, quero fazer outra palestra no ciclo de palestras+ https://t.co/kfelr4crgi"
2,"se o ifg for fazer formatura pra entrega de diploma e tal, bicho eu vou chorar igual bebê pra despedir dessa fase e das pessoas"
1,será q esse ano eu consigo fazer outra palestra no ciclo de palestras de matemática do ifg??
0,me solta logo ifg eu n aguento mais
2,"aaah, passei no ifg"
1,"@meninav_eneno essa sensação ja tivemos no ifg kkkkk, so seguir em frente kakak"
1,rt @renatamarinhooo: hot people não apanha covid
2,rt @gongaxx5: praça da batata tenho tantas saudades
0,o limiar tênue entre não deixar o ifg me tirar a paz/simplesmente ignorar tudo pois não vai ter uma resolução da conama em pé quando eu me formar mesmo
2,agora em especial faria de tudo pelo bolo de chocolate do tio felipe da cantina do ifg
2,meu 2021 -passei em engenharia mecânica na ifg e biomedicina na unifan  -me redescobrir e aprendi a me amar -conheci a pessoa que amo e quero cuidar para casar -me viciei no celular  -parei de me maquiar  acho que foram as coisas que mais me marcou... será que foi o suficiente?
1,acho que vou mudar meu nome do tt para reclamações de uma pobre coitada do ifg
0,"quase me tacando de um prédio pq conheço só uma pessoa da minha sala no ifg, e se eu tivesse ido pro ifa, meus melhores amigos estariam na minha sala"
1,rt @julidiasav: quem escapou ao covid em janeiro merece um troféu
1,nunca tive covid e já tenho a terceira dose
0,última semana nesse ifg graças a deus
1,"tive um professor que falava sempre pra gente nunca fazer de nossa existência, uma existência inútil. pra gente se envolver com política, sociedade, trabalho... não tem um professor desse no ensino médio do ifg anápolis? precisava muito! urgente!"
0,ifg e ufg disputando pra ver qual das duas vai tirar minha paciência
1,@ifg_goiania tem noção de quando abre a biblioteca?
0,me pergunto pq alguém não me atropelou no dia que eu fui fazer matrícula no ifg
0,"meu coração está partido desde que descobri que no ifg não tem piscina  não tem trote e não tem piscina, decepção atrás de decepção"
2,saudades quando me perguntarem como é estudar no if eu vou mostrar esse vídeo @ifg_goiania https://t.co/t4jee0omfy
0,"minhas aulas voltam só em março  ifg volta logo plmdds  eu tá ficando burra, preciso estudaaaaaaaar  me encontro morrendo... de tédio"
1,eu só queria que o ifg tivesse trote...  é pedir muito reitora oneida?
1,"só de pensar que vou ter que passar mais 14 anos estudando, dá uma preguiça...  mas é melhor ifg e ufg me ferrarem agora do que depois  mais 14 anos cara... ainda bem que eu sou de exatas e não vou sofrer tanto  mas imagina, mais 14 anos"
0,23:40 da noite de um domingo o ifg me mandando e-mail n eh possível
1,domingo já é dia útil na vida de um professor.    #ifg #ifgjataí #literaturabrasileira #línguaportuguesa #conotação #denotação #figurasdelinguagem #vidadeprofessor #adeusdomingo #planodeaula https://t.co/2ekmtkevsi
2,rt @baugss: omg passei tudo a primeira (universidade nao me fodeu
2,morro de orgulho da foto na placa do ifg com o nome do meu presidente bem grandão
2,tá amando dms essas treta das turma do ifg kkkkk
