polarity,text
1,"@nathanbittoliv @eveligomes @ogiovannilima eu trabalho com desenvolvimento de software, mas isso não me impede de associar a palavra if com instituto federal, já que é a mesma sigla."
0,@twyuritter pensei q ele n tinha condição de fazer instituto federal ???
0,a culpa é do instituto federal de santa catarina
1,"mlk, se eu passar no instituto federal vou colocar uma foto minha ou do chupa cu de goianinha (gêmeos) por um mês"
1,@portaldoconhec1 minha aula de eng no instituto federal sô volta em maio de 2022
1,@ogiovannilima eu li  instituto federal . demorei pra entender
1,"o meme #520- se quiser vir falar comigo sobre algo, venha falar comigo não acha não sô porque somos calouros, se quiser falar sobre a minha sala, venha e converse comigo. pode me encontrar no pátio das 12:30 as 12:50 ou das 15:15 as 15:30 e também ao final da aula, pode vir estarei te +"
2,vai ter mais uma bixa preta no instituto federal sim!!!!!!!!!!!!!
0,terminei agora tô quase desmaiando instituto federal te odeio tanto https://t.co/wbtqid3e3g
0,"@ogabzinhodev eu tô fazendo técnico no instituto federal, mas vou trocar pelo superior ads. na descomplica."
2,"instituto federal sinto tanta sdd de você, ouch"
1,@beretn1all na minha tem pq é instituto federal 
0,"preciso passar no instituto federal , e eu nao vou passar, eu colo em todas as provas e sou burra , mae vc vai se decepcionarkk"
0,todos os sons parecem tá dentro da minha cabeça instituto federal e sua capacidade de acabar comigo
1,"@crazyinrep pera, pera, pera, tu também estuda num instituto federal?"
1,eletrotécnica num instituto federal
0,"dica pra quem for entrar no instituto federal, esqueça sua vida social"
0,se ele soubesse q eu sô entrei nessa bct de instituto federal por influencia
1,acabou os estudos? ficaram sabendo da faculdade que abriu para o povo de carajôs?  a ifrt(instituto federal roça de tomate) curso profissionalizante em catar tomates aulas práticas em carregar caixa e etc estudo somente presencial(embora seja irônica a distância pra chegar lá)
0,queria muito esfregar na cara do meu ex babaca que eu também estudo no instituto federal igual ele
0,todo mundo voltando presencial e essa meeeeerda desse instituto federal com palhaçada e sem certeza se volta em janeiro juro que ódio
0,a culpa da minha morte vai ser do instituto federal
1,#studytwt quem cursou ensino médio em instituto federal pode ganhar bolsa 100% em medicina ou é sô quem estuda em pública?
0,tô vendo que o máximo que eu vou conseguir nesse enem é o instituto federal...
0,rt @dudarolimm: eu preciso de férias instituto federal pare por favor
0,ensino híbrido é minha bola esquerda instituto federal eu ein
0,um dia sonhei que o corpo docente do instituto federal do paraná avisava sobre eventos/obrigações nossas com antecedência. o resultado? acordei chorando.
0,eu preciso de férias instituto federal pare por favor
1,oi pra quem é formado a 2 anos pelo instituto federal e nunca foi pegar o diploma hahahahahahhahab desespero
2,instituto federal? uma escola federal? acjo que é bom ne
1,"há exatamente 4 horas sô estou vendo sobre o resultados dos meus alunos no instituto federal.  vendo, fazendo texto, falando com prof, falando com pai. ave. fiquei mais ansiosa com esse resultado do que eles mesmos."
0,nota aberta ao ifsul - instituto federal sul-rio-grandense campus pelotas: vai tomar no cu
1,"@vsugalie ifal amg, é um instituto federal, praticamente um colégio so q mil vzs mais pesado"
0,desgraça de curso técnico desgraça de instituto federal desgraça de vida de pobre
1,como assim no instituto federal te que estudar? achava que era sô colocar o nome do seu curso na bio do ig
0,"vontade de largar essa merda de instituto federal, meu psicolôgico não aguenta mais tanta pressão"
2,e o pessoal da diretoria do instituto federal do norte de mg que compraram meu livro bom dia
1,"@scar_venom @aquelavanvan @bittersteel01 na minha época pra entrar nos técnicos no instituto federal era por inscrição também, não sei agora"
0,tema pro projeto integrador do ano que vem:  problemas psicolôgicos causados pelo instituto federal na mente dos estudantes 
0,bom dia sô pra quem tá a 1 passo de largar o instituto federal
0,ate agora fazendo esse trabaljo de biologia eu odeio essa bida instituto federal va se fuder
1,antes que os burrotes venham perguntar  meu ensino médio vai até o 4° ano pq eu sou do instituto federal https://t.co/y5jsm8xtv9
0,eu tô diplomatas que meu deus finalmente a escola acabou nao aguentava mais aquele inferno
0,eu tô com ódio já de vocês achando que o técnico que tá inscrito no novo ensino médio é igual um instituto federal pica da vida.   maioria das cidades não vão ofertar nem o mínimo dos itinerários. aluno não terá escolha nenhuma!
0,instituto federal de santa catarina eu te odeio. https://t.co/bv6edlroo4
1,"@tiozaodeti você fez cefet, boni. centros federais não prestarão assistencia em ensino técnico nas escolas do novo ensino médio, só instituições privadas. começa por aí.   nenhum instituto técnico federal adentrará ao modelo em escolas de municípios de pequeno porte."
0,bora instituto federal deposita meu auxílio já é data meu filho
0,"é uma vergonha, pra dizer o mínimo, o que faz o instituto federal de pernambuco (ifpe). https://t.co/ylrjm1ue3b"
0,"finalmente deitei, pode ir pro inferno instituto federal de são paulo"
0,@fruitiesdn4 to perdendo eh a cabeça me inscrevi pro instituto federal daqui e todo dia eles adiam o resultado da seleçao
0,mano eu to no ensino medio do fudendo instituto federal alem de estudar vo ter q cuidar de vaca
0,amanhã sai o resultado do processo seletivo do instituto federal mas eu tenho 99% de certeza que não vou passar
0,odeio estudaram em instituto federal sapoga acabou com meu tempo livre
1,"até pra eu nunca fui contratada pra nenhum hospital nem como médica, nem como estagiária ou interna, sem comprovar vacinação completa contra hepatite e tétano e anualmente pra gripe. passaporte vacinal existe desde que o mundo é mundo. parem de ser burros"
2,"saudades de ir pro instituto federal assistir 2 aulas e depois ir pra quadra jogar bola, sair da quadra e pegar um almoço top no refeitório e depois dormir o sono do meio dia na biblioteca, acordar e passar a tarde comendo goiaba na fazenda escola, sinto falta kkkkkkkk https://t.co/wnyq6chrgk"
2,fui ver a lista e o único outro instituto federal do brasil na lista tbm é de minas porém o meu ainda é mlr https://t.co/psfwwfghon https://t.co/mnadswpz1g
0,desumano o que o instituto federal de educação ciência e tecnologia tem feito comigo e com minhas irmãs
2,"o instituto federal em salinas (mg) é a única instituição de ensino do brasil que tem um curso superior voltado a  produção de cachaça e, futuramente, uma pós-graduação lato sensu na mesma área. cachaça  científica  extra premium. a ciência me obriga a beber.  https://t.co/tntrl5me8s"
0,não existe férias no instituto federal
0,"tô me sentindo burra demais por querer rejeitar a vaga em adm no ifrs pra ir fazer meio ambiente na rural, pq porra, é o instituto federal mas acho q no momento eu qro fazer meio ambiente"
1,"@tarden002 @psc_luiz @icaroanalises10 não, provavelmente instituto federal"
0,"chorei tanto q desidratei, obrigado instituto federal por ser tão justo, até pq faz total sentido julgar a capacidade de um aluno por meio de um sorteio, msm num ano em q tivemos enem em td país e a rural fez prova, obrigado instituto federal, amo ser brasileiro"
1,"eu trabalho num instituto federal (antiga escola técnica), o que já vi de gente graduada, mestre e até mesmo doutora se matriculando em curso técnico pra se recolocar profissionalmente não cabe no gibi."
0,bah o instituto federal me cansa
0,yuri manda o dono do instituto federal se foder
2,"@leonardo1opes eu fui direto pra faculdade e fiquei cinco anos desempregada até passar num concurso público, meu irmão mais novo fez o instituto federal e saiu de lá de carteira assinada pagando a faculdade kkkkk"
0,e ainda foi comprovado q estudante de instituto federal é td gay
0,"queria um pc bom, o meu faz tempo que tenho e não dá nem pra fazer as atividades do instituto federal que estudo. meus pais não tem condições de me proporcionar um novo... meu sonho era ser jogador profissional mas toda vez que participava de algum camp o pc travava com jg+disc"
2,"gente, no dia da minha folga eu interpretei uma live do candidato a diretor do instituto federal, ces tao entendendo? tô feliz pra caramba https://t.co/tpjuxudvvr"
0,"nao to nem ai pra dp fodasse recuperação eu só quero ferias ano que vem eu tomo no cu mesmo, vamo instituto federal cade minhas feriaaas"
0,if eh instituto federal pra quem eh burro e n sabe
1,"mandei parabéns para uma amiga da época de instituto federal, ela tirou print e postou no stories kkkkkkk fiquei : ?????????"
0,"instituto federal amg, lixão do mundo   https://t.co/fzliaam84d"
0,plmds eu quero férias instituto federal
0,instituto federal eu imploro
0,@amarc8ndes sim mano kkkkkkkk q ódio instituto federal vc me paga
2,@beaushineangel com certeza vai demorar para escolas se acostumarem  mas eu vou ir para o instituto federal  acredito que lá eles vão se  ajeitar  rápido
2,"descobri que os só¡®­os letivos continuam mesmo quando retornar as atividades presenciais em fevereiro, obrigada instituto federal de santa catarina pelos mimos"
0,nao passei no instituto federal graças a deus
0,@schizogaze instituto federal de tecnologia e ciencia da bahia eu te amaldiçoo
0,eu te odeio tanto instituto federal de roraima eu te odeio tanto
0,para interpretar o coringa joaquin phoenix disse que passou 6 meses estudando no instituto federal
0,eu te odeio instituto federal de alagoas
0,o instituto federal está me matando
0,vai t fude instituto federal
1,entrei no perfil do mlk q estudou cmg no sexto tava la na bio dele coisa de mbti e eu achando q era instituto federal coisa assim to cascando
1,"meudeus se não for um cadastro fácil não é o instituto federal, juro meus amores"
1,@lucianopsrj @manuramalho9 eu fiz no instituto federal de mato grosso
1,é instituto federal  onde vc faz?
1,"é uma escola, instituto federal"
1,@allansalvarenga @malwaresss eu faço superior no instituto federal e mais de um professor passa vídeo do youtube. tenho professor youtuber também kkkkkkkk
0,"uma semana pra prova do instituto federal e eu n tô com a menor espectativa, etec eu boto minha espectativa toda em vc. estudei pra poura pra prova da etec, pra no final nem ter. n consegui me preparar direito pro if e tô com um puta medo."
0,sim! eu fiquei decepcionada. e uma amiga que veio de outro estado fazer então... ela perguntou qual o nível que dos professores do instituto federal aqui. já que a prova tava daquele jeito.
2,gente já tive quase experiência disso pq era instituto federal saudades da era militante mds 
2,ngm acreditou qdo eu disse q minha irmã estudar em instituto federal ia dar uma ótima base educacional p ela mas os resultados estão aí
1,sim!! alunas de um instituto federal!!
1,kkkkjjjkkkkkkjjk a escola amg instituto federal
0,conseguimo passar com 60% em tudo vai se fuder instituto federal https://t.co/6qybow4wy0
1,"@filipebarrost @tozettofb eu tenho uma resposta para este ministro.....se o ministério da saude, o instituto federal do paraná, foram alvos de hackers o ifpr inclusive ficou fora do ar mais de 24 horas...como ele pode afirmar que só o tribunal eleitoral brasileiro é único inviolável e seguro no mundo "
1,já provou que quem lucra com vacina e o gov federal
0,meu deus que horror li if e usar fontes mais confiáveis tô concorrendo a uma vaga no instituto federal da minha cidade e tenho pavor de ler não quero entrar lá nem fudendo
0,me encontro assim esperando as férias desse caralho de instituto federal https://t.co/kgnvrqbxub
0,"passou o tuite da moça comemorando que pagou a última parcela do fies doze anos depois de formada e lembrei imediatamente de professor universitário reclamando que o lula saiu abrindo universidade/instituto federal no interior. porra, abriu foi pouco, que loucura"
2,"descobri agr que o joão gomes foi aluno do instituto federal. mano, que foda!!   o if é uma indústria de talentos!"
2,quer foto da carteira de trabalho??? ashuaushaushauhsuahs passei no instituto federal no curso mais difícil por sinal mas sem querer me gabar sabe
2,hoje estudo em um instituto federal  e a diferença em comparação a qualquer escola da rede estadual  e municipal é enorme
2,e resta ao instituto federal fazer meu dezembro feliz
0,10 coisas aleatórias que eu sou contra   1 - homens 2 - maconheiros 3 - coritiba fc 4 - heteros 5 - capitalismo 6 - ricos 7 - amor da sua vida e amor pra sua vida 8 - cristais 9 - manga 10 - instituto federal do parana https://t.co/ivs8msvflf
2,"fiz a pós num instituto chamado ipog, que atende em capitais do país todo e os professores são excelentes, meio caro, mas vale a  pena... daí fiz comped pelo instituto federal com habilitação em biologia e hoje dou aula na rede pública... depois que eu efetivar, farei mestrado."
0,"faço matematica em uma federal, e ja varios alunos de universidade estadual e do instituto federal virem para cá e todos falam q o ensino é diferente, a prova de nível ensino médio qd chegam aqui tds pedem para voltar para lá pq n aguentam o nível"
0,"bem vindo ao mundo dos estudantes de instituto federal, aqui a gente tem uma escola que tem o cronograma mais zoado do universo e enquanto todos estão aproveitando as férias você fica estudando ,,"
1,partindo pra tentar mais uma vaga no instituto federal do ceará https://t.co/ciminilnfb
0,botaro pau em mim quem??? instituto federal
0,estudante de instituto federal tem um preço a se pagar https://t.co/bghvu5yxcf
0,"meu deus eu nao aguento mais tanta prova, instituto federal vc me paga"
0,pior que foi mais ou menos isso mesmo ano passadokkkkkkkk instituto federal é foda
1,alguém aqui já estudou em algum if (instituto federal)??
1,e eu q vou fazer uma prova dia 19 pro instituto federal e nem sei oq vai cair??  será q é pique enem?
1,acho engraçado como pessoas de universidade federal não gostam quando pessoas de instituto federal se denominam federais   nós somos meu anjo só lamento viu
1,"@gandonsgl so ir em um instituto de ensino federal, mostra aq https://t.co/erszdtfs2c"
0,única coisa que me deixa triste nesse último ano no instituto federal é:  1. não teve viagens (o if paga tudo gente) 2. não teve trote 3. não vai ter festa de formatura
2,"obg instituto federal por todo o sofrimento, me ensinou que pra estar na federal tem que ter persistência e coragem kk, pelo menos já sei o que ufms me aguarda um pouco"
1,"por um lado vai ser triste sair dessa escola, já que eu conhecia todos os meus colegas e eu era a favorita de vários professores k- por sorte, vários dos alunos vão estar na mesma escola que eu ano que vem, o instituto federal q eu passei em primeiro na ampla concorrência"
0,"me perguntam  instituto federal é bom?  eu respondo agora, sim, é bom caso você queira chorar todo dia por atividade não entregue ou por falta de empatia do professor com os alunos, sem contar a falta de aulas e desorganização da própria instituição de ensino que é uma das +"
1,a off eh ifiana um beijo pro instituto federal tmj
1,"meu deus, cara. https://t.co/x3so4xltjt   todos os dispositivos arrecadados foram submetidos a exames pelo serviço de perícias em informática do instituto nacional de criminalística da polícia federal .. você viu algum dos envolvidos oferecer o celular para desmentir? seria fácil"
0,pq gente que estuda no instituto federal(if) se acha tanto em
2,"uma técnica em edificações formada pelo instituto federal do paraná sabe calcular quantos paus precisa para fazer uma canoa, aliás faz o projeto se vc quiser construir uma https://t.co/vjwerkezeu"
1,"acho q hoje foi meu último dia no fundamental, ano q vem instituto federal, turma nova e tudo novo :("
0,"instituto federal pf me dá meu diplomaaaaaa, nove meses pra imprimir e assinar um papel é de foder viu"
1,10 coisa aletatória q sou contra  1. filme de esporte 2. propaganda no youtube 3. falar q antigamente é q era bão 4. acordar alguém sem necessidade 5. whatzap 6. o livro o paciente inglês 7. o livro a insustentavel lerdeza de ler 8. truco 9. baralho em geral 10. cryptos em geral https://t.co/qtyhfpefyz
1,aparentemente todo instituto federal tem uma familia de cachorros morando nele ne?
1,instituto federal do rio grande do sul - campus erechim
0,"melhores em nota do mec....sinceramente, decepcionado com o instituto federal."
0,"daí me perguntam  instituto federal é bom?  eu respondo agora, sim, é bom caso você queira chorar todo dia por atividade não entregue ou por falta de empatia do professor com os alunos, sem contar a falta de aulas e desorganização da própria instituição de ensino que é uma das +"
0,"o ma vai toma no cu instituto federal do rio grande do sul - campus erechim.  vocês me prometeram ensino de qualidade, sendo assim, estarei abrindo um processo por propaganda enganosa e fraude."
0,"eita instituto federal p dar trabalho, é desespero com felicidade que porra"
2,é sobre isso!!! instituto federal é oportunidade!!  minha orientanda do ensino médio acabou de ficar em primeira colocada em evento científico da unesp com estudantes de todo o brasil!!! e com nota final 10!!!!  como papai @lulaoficial dizia: oportunidade para todxs!!!
0,ifsc = instituto federal de suicidas catarinenses https://t.co/uj8kynspck
2,@xiaologia mn eu reclamo do instituto federal mas colégio militar deve ser mil vezes pior vc vai agr no seu primeiro ano do médio?
2,e o instituto federal pela primeira vez em 11 meses me deixa feliz
2,uma universidade e um instituto federal simplesmente chocante https://t.co/q5qytt79dj
1,o site do instituto federal https://t.co/drnnwd1on4
1,"amigo, isso é em tudo que é instituto federal...."
0,"chupa minha pika instituto federal, não eh nessa vida q eu vou estudar ae"
0,"e outra, tem muita gente rica que foi fazer um instituto federal, um ceep ou alguma escola pública de destaque só para concorrer as cotas de escola pública e vaga no prouni, aí ficam com o certificado de escola pública mas fazem cursinho por fora. injusto da mesma forma..."
0,"estudar eletrotecnica no instituto federal e trabalhar definitivamente são coisas incapazes de serem feitas ao mesmo tempo, eu to morta não há mais milena apenas mymelody (pegada powder e jinx)"
0,meus mais sinceros vai tomar no cu ao instituto federal de pernambuco!
0,nunca vou conseguir este feito pq estudo no instituto federal
0,vo terminar o ensino medio e vai parecer como se ele nunca tivesse existido  vo sentir falta de porra nenhuma pq nao vivi nada  instituto federal vai ser apenas uma lembrança mórbida
0,esse sistema sucateado do brasil ta foda viu pq como q um juiz federal vem se meter num processo de seleção que tá sendo feito a mais de 1 ano com a justificativa de que não é uma forma seletiva justa? desde 2020.2 as pessoas tão entrando no instituto por avaliação de currículo+
0,instituto federal de pernambuco (ifpe) vá tomar no cu
0,"não sei se me inscrevo pro instituto federal, tô com um pé atrás de como vou ser lá"
1,talvez eu vá para o instituto federal catarinense
2,estado emocional não permitia receber as coisas com tranquilidade. com a ida pro instituto federal onde tive contato com estudos eu acabei me alegrando muito e ficando mais feliz. deus estava lá me proporcionando aquilo! eu amo o meus senhor e sei que há quem se alegra com a +
0,juro lenda a minha maior vitória vai ser sair do instituto federal
0,"instituto federal é só nome, pq na real é a escola mais desorganizada que tem"
0,gravando o áudio de inglês pensando oq q tô fazendo de minha vida instituto federal pq
0,parem de ficar postando que estão de férias tem uns estudantes de um tal de instituto federal q só vai dar férias a eles em fevereiro 
1,@londathebest não sei se eu vou pegar oq to no instituto federal  mas vc é 0 oq o cabaço
0,eu me sinto muito chique quando entendo qualquer coisa mínima de matemática kkkkk traumatizada por um instituto federal
0,eu tô praticamente formada já que se foda o instituto federal e seus colaboradores nunca mais quero ouvir falar desse hospício
0,nao ta sendo mt facil concluir o curso no instituto federal do parana viu e eu n sou de mentir
2,como assim eu passei no instituto federal https://t.co/0viwxza2xz
1,@mareavent ifce é o instituto federal do ceara
1,@fejota_5k3 não usa os campus. no spotify msm eu coloco instituto federal de educação ciência e tecnologia de goiás
2,chego em casa e fico sabendo que fui aprovado no instituto federal mds coração a mil
1,"sim kkkkkkkk  sei como é, eu mesmo aqui tenho tdah, e minhas aulas no instituto federal ainda não retornaram presencial isso sem contar a faculdade que vou ter que fazer ano que vem já que esse ano não fiz"
2,"agradeço muito por você pautar essa questão. as cotas permitiram minha entrada no instituto federal, na qual me tornei a primeira pessoa da minha família a terminar o ensino médio e, posteriormente, entrar em uma universidade federal c/ uma ótima colocação."
2,me candidatei para o curso técnico em mecatrônica do instituto federal e passei meudeus
0,hoje eu vou me humilhar pro instituto federal todo
1,"dependendo do lugar onde vc mora, vc pode procurar em algum instituto federal se tem o curso a nível técnico. mas ter emprego é complicado mesmo, digo por experiência própria kk"
1,mutuals vale a pena estudar em instituto federal?
2,passei no negocio do instituto federal pensando aqui
1,entrei num grupo de estudo pra entrar no instituto federal e os 40 primeiros alunos que tirarem 10 na revisão semanal vão ganhar ingresso sem contar que cada professor já tá fazendo um sorteio
2,"primeiro semestre acadêmico do curso superior de geografia no ifsp (instituto federal de são paulo) concluído com sucesso. fui aprovado em todas as disciplinas do referido semestre: climatologia i, cartografia, introdução ao pensamento geográfico, história da educação,...."
0,"as minhas notas no em vão ser um desastre, ainda mais em instituto federal https://t.co/me5rub7yiv"
0,meu deus o garoto quer q eu entre no instituto federal p ficar com ele??????????
0,"eu estudo no ifpe, instituto federal de pernambuco, e os banheiros são horríveis, todos pichados, sujos, quebrados e etc."
0,"pro instituto federal, até desisti que me matricular naquela bomba"
2,orgulho de ser instituto federal @ifg_goias @ifsertaope @ifsertao  joão gomes. um estudante. um talento. um artista. https://t.co/t8ljgxa13e via @youtube
0,o instituto federal do norte de minas gerais roeu todas as minhas unhas
2,"mlk eu passei numa coisinha pequena que é o instituto federal e minha mãe quase me mata num abraço e meu pai comprou duas caixas de heineken qnd saiu do trabalho pq soube pela minha mãe kkkkkk quero pra caralho ser o orgulho desses dois, amo demais foda-se. https://t.co/dzdy0n3gxg"
2,"ontem foi estreia de um curtinha meu, da thais e de uma colega nossa. fomos incentivados por um chamamento a arte pelo instituto federal do sul de minas. sucesso de visualizações. mais de 60. eu ouvi um amém  inércia - um ensaio sobre a ansiedade https://t.co/j9rpxu9nec @youtube"
2,"abriu de 2022 eu volto a ser rico, pois quitarei meu note e provavelmente estarei recebendo auxílio do meu belo instituto federal"
0,"se você planeja ir pra um instituto federal ano que vem, não vá, fique com sua saúde mental em uma escola pública ou particular"
0,eu odeio o instituto federal fluminense com todas as minhas forças.
1,tu tb estuda em instituto federal?
0,"fazer prova a tarde inteira, vai se fuder instituto federal https://t.co/5sloxzrwq8"
1,os alunos de instituto federal terão direito ao programa ?
1,na porta do instituto federal esperando filho fazer prova
1,será que já existe o ifcb? instituto federal da costa das baleias? se existir já vou pedir transferência
0,de quem foi a infeliz ideia de me meter no instituto federal????
0,to a ponto de meter o loco falar que to choramdo de alegria pq nem queria ir pro instituto federal mesmo
1,indo fazer a prova do instituto federal
2,"federal amor, eu coloquei em todo lugar que entrei kkkkkk"
1,"estou indo fazer a prova do instituto federal, desejem sorte"
1,"sim, prova do instituto federal "
0,o instituto federal antes de te formar ele te humilha
1,"estudar para a prova do instituto federal que é amanhã, inclusive passando mal já"
1,"se tiver grana vale a pena investir em programas de universidades internacionais online, programas de aproximadamente 2 meses por 2 mil doletas. se não tiver grana, sugiro procurar programas de pós graduação latu sendo do  instituto federal  em seu estado, o curso é presencial"
0,bicho que coisa mais desorganizada meu deus do céu. é um instituto federal!
1,"cara, o joão gomes chama o instituto federal de  à»Ÿi  ao invés de  iédŸi . será que todo mundo chama igual ele, ou só o povo daqui que lê a sigla letra por letra? "
0,mano sério se eu não passar no instituto federal eu juro que me m4t0 minha própria mãe falou que se eu não passar ela iria ficar decepcionada e blá blá blá
2,sim estou rouca pois fiquei gargalhando rindo finada sorrindo serotonina alegria feliz a noite toda com meus profs preferidos e meus amigos eu te amo instituto federal eu tte amo obrigada por tudo
0,instituto federal da foda
2,"é oficial, eu acertei 29/40 questões de múltipla escolha na prova da ifrn(do instituto federal da minha cidade)  torcendo pra que, semana que vem, eu esteja na lista do pessoal que passou para a segunda fase"
2,"@loud_thaiga aaaaa que felicidade, queria compartilhar que conseguir entrar no curso tecnico do instituto federal do pará e to felizona"
0,to exausta instituto federal de são paulo pare agora
1,"não, se tu selecionou na hora de fazer a inscrição o instituto federal tu entra nesse site. se tu colocou secretaria da educação aí eu não sei ajajsjsjs"
0,"minhas aulas voltando dia 3 de janeiro, nada fácil vida de estudante do instituto federal https://t.co/zbt2tcchnd"
1,eu zoando o porno da rural como se meu teto não fosse de vidro kkkkkkkkkkk se aquele instituto federal falasse eu rodava na primeira
2,passei no sorteio do instituto federal aaaaaaaaa
2,eu entrei pro instituto federal
2,"serio eu me sinto muito feliz de ter tido a sorte de estudar em um instituto federal e ter passado por experiencias que me ajudaram muito em varios sentidos, garanto que eu se eu tivesse em qualquer outra escola isso nao teria acontecido"
0,"já tô conversando com a moça da outra escola, eu vou real sair do instituto federal *gritos*"
1,"@santanolibru concurso amiga, instituto federal do ceará"
0,"peçam pro instituto federal me dar férias, só assim pra eu atualizar a au e a fanfic mores"
1,por um segundo wu achei que era o instituto federal do piaui https://t.co/xpehj1u16c
2,fechando 15 guias pela última vez no instituto federal se deus quiser
2,"@larasemsercroft @yurig4 @vieneinpace é muito diferente um curso oferecido por instituto federal (muitas vezes referência de qualidade e tem até prova para entrar) e a implementação em todas as escolas públicas, mesmo as precárias..."
1,na minha cabeça:  instituto federal (ifs) = imperial college
0,"irmão minha amiga veio do ifba( instituto federal da bahia, escola tecnica, antigo cefet) , eu estudo na ufba, ela mesmo diz que pessoas usavam droga dentro do prédio do ifba, aí vc vai ver, povo sai sem saber caralhos nenhum, meu pai por exemplo estudou eletrotécnica lá"
1,eu rique e raul ft instituto federal + ggs  quem viu viu  quem nao viu nao ve mais  f https://t.co/wnfu1ufbek
1,"vc se matriculou na particular a partir de um programa do gov ? prouni ou fies?  vc pode ter sisu e uma matricula regular na particular (pagando normal)  mas nao pode sisu e matricula por prouni, fies ou em instituto federal"
2,@neelgui eh q gay é inteligente ai concentra tudo nos instituto federal
2,"velho eu tô brincando kkkkkkkkkk  é um instituto federal, obvio que vai ser difícil"
0,sim mano kkkkkkkk q ódio instituto federal vc me paga
2,com certeza vai demorar para escolas se acostumarem  mas eu vou ir para o instituto federal  acredito que lá eles vão se  ajeitar  rápido
0,"galera eu quero ser otimista e não pensar na ocasião onde eu simplesmente vou abandonar toda essa minha jornada  mas de fato a presencial num instituto federal é super pesada, ficar o dia inteiro pra depois chegar em casa quase de noite é exaustivo+ https://t.co/bv7hktctpa"
1,eu fiz no instituto federal de mato grosso
0,"obgd amg, eu tô muito anisoso pq é instituto federal e vai ser tudo novo pra mim, mas ao mesmo tempo estou muito inseguro sobre como eu vou me adaptar pq não vai ter praticamente ninguém que eu conheço"
1,"passei só na primeira fase e agora to vendo dicas pra calouros do instituto federal como se eu já fosse, é sobre isso"
1,me botaria no grupo da turma do instituto federal do maranhão?
2,eu te amo instituto federal do rio de janeiro
1,musica da faculdade instituto federal
0,"eu sei de muita gente daora pkrl no instituto federal, mas tem muitas que nem pra conversar sobre golf tu consegue. parece que a pessoa tem um defeito milenar em ouvir uma opinião distinta da dela, seja em futebol ou até mesmo política"
2,sdds do instituto federal campus osírio.
1,meu maior erro foi achar que ifpi era o instituto federal do piauí
1,"essa linha de pesquisa é de minha autoria e quero deixar bem claro, que nao autorizo a sua reprodução e continuidade seja nas dependências do instituto de macromoleculas ( ima), do instituto de química (iq) ou qualquer outro setor da universidade federal do rio de janeiro (ufrj). https://t.co/47ivbd8p3o"
0,eu quero é meu certificado do encceja vcs são muito enrolados pois o instituto federal ja liberou
1,"minha fml quer q eu va pro instituto federal de ensino medio tecnico do parana, porem eu nao quero ir pq eu gosto do db, e pra entra no instituto precisa faze prova e eu tenho certeza de que eu vou ir mal pra cacete ent espero q eles compreendam e nao me botem no em publico :)"
1,boatos que é instituto federal de brasília a qual estudo
0,bagaceira de instituto federal
2,"me inscrevendo igual uma louca, pra todos processo seletivo pra professora substituta de instituto federal kkkk e pedindo isenção de tudo"
1,"abriu um concurso do instituto federal aqui do estado e tem vaga pra cargo administrativo, mas eles pedem no mínimo 1 ano de experiência. aí tô na dúvida se meu estágio serve como experiência"
2,"uma amiga, passou no concurso do instituto federal com mais de 50 e vai acabar o mestrado com 62. cheia de energia e contribuicoes pra educacão. ela foi professora de musica, compositora e professora de artes plasticas a vida toda e depois resolveu fazer essas coisas todas."
0,é isso que vc quer instituto federal????? pois espero que nao!
1,"tem? até pra substituto tenho visto bem poucos, inclusive pra instituto federal."
0,tem trabalho pra entregar dia 31 as 10h da manhã. eu sou algum palhaço instituto federal??????
1,"eu aposto que o motivo tem nome, e se chama instituto federal catarinense"
0,"lembrando da loucura de quando inventei de cursar escola técnico e um instituto federal ao mesmo tempo, deve ser por isso que sou dodói da cabeça"
1,"prova do instituto federal em janeiro, família com dificuldades, 2 opções: passar ou passar.   minha sanidade por que o pai vai passar vai ter jojofag no if sim porra https://t.co/mwmze7ud4e"
2,"agora que caiu a ficha que eu passei no ifmg, no ifmg vey  no instituto federal de minas gerais, pra fazer mecatrônica"
0,instituto federal alugou um triplex na cabeça dos alunos é dia 26 de dezembro e vários surtando pelas aulas presenciais
0,"26 de dezembro e eu to aqui fazendo trabalho ainda, eu te odeio instituto federal!"
0,"e eu que me inscrevi no processo seletivo do instituto federal mas vai ser sorteio de novo não ganho nem bingo, quem dirá sorteio do if"
1,seu mbti é o instituto federal de são paulo?
1,agora uma obs: esse cara era coordenador de um setor do instituto federal que eu estudava
1,"atenção me de o horario correto dos ônibus, pa não  sei mais o que passa no instituto federal  da igara"
1,somente no primeiro mês de aula. e é um instituto federal.
0,"só o instituto federal pra me fazer cansar o couro de estudar em pleno natal, isso não existe"
1,só quero que chegue dia 31 para eu ver se consegui passar no instituto federal da minha cidade
2,passei em química no instituto federal
1,neste ano não farei doação para o instituto loteria federal  fica para o próximo ano
0,se for instituto federal p governador não pode fazer nada
1,acho q é ensino técnico tipo if (instituto federal) e etec
0,eu estudo como assim vai ter 4° ano do ensino médio????? se isso for verdade eu desisto da escola sem meme
0,quando porque diabos eu achei que seria feliz na porra do instituto federal eu to quase arrancandi meus cabelos
1,"instituto federal, é uma escola integral com curso"
0,*rindo em como assim vai ter 4° ano do ensino médio????? se isso for verdade eu desisto da escola sem meme
